요양기관명,종별코드,종별명,시도코드,시도명,시군구코드,시군구명,읍면동,우편번호,주소,전화번호,경도,위도,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,조산사 인원수
늘좋은내과의원,31,의원,110000,서울,110023,광진구,군자동,4997,"서울특별시 광진구 천호대로 548, 3층 301호 (군자동)",02-462-7832,127.0790015,37.5568276,20030705,6,0,0,0,6,0,0,0,0,0,0,0,0,0
수비뇨기과의원,31,의원,110000,서울,110023,광진구,군자동,4997,"서울특별시 광진구 천호대로 548, 3층 (군자동)",02-467-9816,127.0790015,37.5568276,20010315,1,0,0,0,1,0,0,0,0,0,0,0,0,0
장병일이비인후과의원,31,의원,110000,서울,110023,광진구,군자동,4997,"서울특별시 광진구 천호대로 548, 3층 (군자동)",02-466-2830,127.0790015,37.5568276,19820504,1,0,0,0,1,0,0,0,0,0,0,0,0,0
우리들치과의원,51,치과의원,110000,서울,110023,광진구,군자동,4997,"서울특별시 광진구 천호대로 548, 3층 (군자동, 젬스빌딩)",02-464-2872,127.0790015,37.5568276,20030604,1,0,0,0,0,1,0,0,0,0,0,0,0,0
서울선치과의원,51,치과의원,110000,서울,110023,광진구,능동,4985,"서울특별시 광진구 능동로 296, 3층 (능동)",02-464-0860,127.0792308,37.5560333,19791205,1,0,0,0,0,1,0,0,0,0,0,0,0,0
경희무릅나무한의원,93,한의원,110000,서울,110023,광진구,능동,4985,"서울특별시 광진구 능동로 296, 호안빌딩 8층 (능동)",02-3437-7577,127.0792308,37.5560333,20071122,1,0,0,0,0,0,0,0,0,1,0,0,0,0
아산유내과의원,31,의원,110000,서울,110023,광진구,능동,4985,"서울특별시 광진구 천호대로 556, 3층 (능동)",02-457-9589,127.0797133,37.5567354,20080327,1,0,0,0,1,0,0,0,0,0,0,0,0,0
연세무척나은병원,21,병원,110000,서울,110023,광진구,능동,4985,"서울특별시 광진구 천호대로 568, (능동)",02-3425-8200,127.0809144,37.5562714,20120530,8,0,0,0,8,0,0,0,0,0,0,0,0,0
수한의원,93,한의원,110000,서울,110023,광진구,능동,4987,"서울특별시 광진구 천호대로 650, 2층 (능동)",02-453-2124,127.0888124,37.5527248,20050615,1,0,0,0,0,0,0,0,0,1,0,0,0,0
이종혁치과의원,51,치과의원,110000,서울,110023,광진구,자양동,5085,"서울특별시 광진구 뚝섬로 494, 2층 (자양동)",02-464-2616,127.0651049,37.5359302,19850826,1,0,0,0,0,1,0,0,0,0,0,0,0,0
조내과의원,31,의원,110000,서울,110023,광진구,자양동,5085,"서울특별시 광진구 뚝섬로 496, (자양동,(2,3층))",02-498-6144,127.0652393,37.5359978,20000303,1,0,0,0,1,0,0,0,0,0,0,0,0,0
백안과의원,31,의원,110000,서울,110023,광진구,자양동,5085,"서울특별시 광진구 뚝섬로 498, (자양동)",02-462-6514,127.0654091,37.5358992,19880108,1,0,0,0,1,0,0,0,0,0,0,0,0,0
센트럴치과의원,51,치과의원,110000,서울,110023,광진구,자양동,5085,"서울특별시 광진구 뚝섬로 498, 5층 (자양동)",02-468-2275,127.0654091,37.5358992,20120321,1,0,0,0,0,1,0,0,0,0,0,0,0,0
경희인한의원,93,한의원,110000,서울,110023,광진구,자양동,5077,"서울특별시 광진구 뚝섬로25길 2, (자양동)",02-465-6600,127.0656373,37.5362481,20041025,1,0,0,0,0,0,0,0,0,1,0,0,0,0
박남미이비인후과의원,31,의원,110000,서울,110023,광진구,자양동,5077,"서울특별시 광진구 뚝섬로 497, (자양동)",02-461-0711,127.0656962,37.5361417,19980223,1,0,0,0,1,0,0,0,0,0,0,0,0,0
서울에이스정형외과의원,31,의원,110000,서울,110023,광진구,자양동,5076,"서울특별시 광진구 뚝섬로 503, 2층 (자양동)",02-469-7501,127.0661503,37.5360421,20150401,1,0,0,0,1,0,0,0,0,0,0,0,0,0
김윤호내과의원,31,의원,110000,서울,110023,광진구,자양동,5086,"서울특별시 광진구 능동로 19, 2층 (자양동)",02-467-7902,127.0666196,37.5330327,19870403,1,0,0,0,1,0,0,0,0,0,0,0,0,0
늘푸른연세의원,31,의원,110000,서울,110023,광진구,자양동,5078,"서울특별시 광진구 뚝섬로27길 65, 2층 (자양동)",02-461-2598,127.0667312,37.5387153,20081009,1,0,0,0,1,0,0,0,0,0,0,0,0,0
고우니치과의원,51,치과의원,110000,서울,110023,광진구,자양동,5073,"서울특별시 광진구 아차산로30길 39, 2층 (자양동)",02-462-2755,127.0674893,37.5389967,20041120,1,0,0,0,0,1,0,0,0,0,0,0,0,0
아름다운치과의원,51,치과의원,110000,서울,110023,광진구,자양동,5073,"서울특별시 광진구 아차산로30길 17, 2층 (자양동)",02-463-6291,127.0675963,37.5399281,20000303,1,0,0,0,0,1,0,0,0,0,0,0,0,0
굿모닝정신과의원,31,의원,110000,서울,110023,광진구,자양동,5072,"서울특별시 광진구 아차산로 220, 203호 (자양동)",02-466-3575,127.0676643,37.5406399,20020417,1,0,0,0,1,0,0,0,0,0,0,0,0,0
리영의원,31,의원,110000,서울,110023,광진구,자양동,5072,"서울특별시 광진구 아차산로 220, 5층 (자양동, 송천성수빌딩 501호)",02-462-2055,127.0676643,37.5406399,20150113,1,1,0,0,0,0,0,0,0,0,0,0,0,0
서울성모의원,31,의원,110000,서울,110023,광진구,자양동,5072,"서울특별시 광진구 아차산로 220, (자양동)",02-464-6655,127.0676643,37.5406399,19840703,1,0,0,0,1,0,0,0,0,0,0,0,0,0
요셉이비인후과의원,31,의원,110000,서울,110023,광진구,자양동,5072,"서울특별시 광진구 아차산로 220, (자양동)",02-462-8822,127.0676643,37.5406399,19870207,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제니바의원,31,의원,110000,서울,110023,광진구,자양동,5072,"서울특별시 광진구 아차산로 220, 3층 (자양동)",02-469-7541,127.0676643,37.5406399,20050511,1,0,0,0,1,0,0,0,0,0,0,0,0,0
서울엠비(MB)내과의원,31,의원,110000,서울,110023,광진구,자양동,5096,"서울특별시 광진구 능동로 18, (자양동, 이튼타워 3차 113호,114호,116호,117호)",02-466-9100,127.0681986,37.5327596,20080514,2,0,0,0,2,0,0,0,0,0,0,0,0,0
키즈엘소아청소년과의원,31,의원,110000,서울,110023,광진구,자양동,5096,"서울특별시 광진구 능동로 18, 202호 (자양동, 이튼타워리버3차)",02-468-2020,127.0681986,37.5327596,20130416,1,0,0,0,1,0,0,0,0,0,0,0,0,0
세명치과의원,51,치과의원,110000,서울,110023,광진구,자양동,5096,"서울특별시 광진구 능동로 18, 203호 (자양동, 이튼타워리버3차)",02-467-0277,127.0681986,37.5327596,19861027,1,0,0,0,0,1,0,0,0,0,0,0,0,0
경희화담한의원,93,한의원,110000,서울,110023,광진구,자양동,5074,"서울특별시 광진구 뚝섬로 523, 2층 (자양동, 보은빌딩)",02-499-1161,127.0682363,37.5355355,20060420,1,0,0,0,0,0,0,0,0,0,0,0,1,0
김종훈치과의원,51,치과의원,110000,서울,110023,광진구,자양동,5070,"서울특별시 광진구 능동로 50, 2층 203호 (자양동, 이튼타워2차)",02-2201-5111,127.0693472,37.5356631,19950626,1,0,0,0,0,1,0,0,0,0,0,0,0,0
루트웰치과의원,51,치과의원,110000,서울,110023,광진구,자양동,5070,"서울특별시 광진구 뚝섬로 533, 3층 (자양동)",02-2205-2275,127.069527,37.5351656,20120306,1,0,0,0,0,1,0,0,0,0,0,0,0,0
신길호치과의원,51,치과의원,110000,서울,110023,광진구,자양동,5070,"서울특별시 광진구 능동로 68, B동 203호 (자양동,이튼타워1지구)",02-466-2634,127.0699507,37.5368704,19890503,1,0,0,0,0,1,0,0,0,0,0,0,0,0
곽승일성형외과의원,31,의원,110000,서울,110023,광진구,자양동,5073,"서울특별시 광진구 능동로 95, 3층 (자양동)",02-466-0202,127.0701644,37.5395252,19951109,1,0,0,0,1,0,0,0,0,0,0,0,0,0
스타시티치과의원,51,치과의원,110000,서울,110023,광진구,자양동,5073,"서울특별시 광진구 아차산로 244, 3층 (자양동)",02-462-8275,127.0702008,37.5397344,20081218,1,0,0,0,0,1,0,0,0,0,0,0,0,0
명소아청소년과의원,31,의원,110000,서울,110023,광진구,자양동,5090,"서울특별시 광진구 뚝섬로 552, 203호 (자양동)",02-455-1194,127.0712962,37.5342962,20090724,1,0,0,0,1,0,0,0,0,0,0,0,0,0
엠플러스치과의원,51,치과의원,110000,서울,110023,광진구,자양동,5090,"서울특별시 광진구 뚝섬로 552, 301호 (자양동)",02-454-7528,127.0712962,37.5342962,20060109,1,0,0,0,0,1,0,0,0,0,0,0,0,0
참경희한의원,93,한의원,110000,서울,110023,광진구,자양동,5090,"서울특별시 광진구 뚝섬로 552, 2층 (자양동, 삼희빌딩)",02-454-7975,127.0712962,37.5342962,20090623,1,0,0,0,0,0,0,0,0,1,0,0,0,0
가족애내과의원,31,의원,110000,서울,110023,광진구,자양동,5091,"서울특별시 광진구 뚝섬로 558, 2층 (자양동)",02-455-2859,127.0718481,37.5341181,19960208,1,0,0,0,1,0,0,0,0,0,0,0,0,0
고영임안과의원,31,의원,110000,서울,110023,광진구,자양동,5091,"서울특별시 광진구 뚝섬로 558, (자양동)",02-454-0064,127.0718481,37.5341181,19970716,1,0,0,0,1,0,0,0,0,0,0,0,0,0
김성호피부과의원,31,의원,110000,서울,110023,광진구,자양동,5091,"서울특별시 광진구 뚝섬로 558, (자양동)",02-456-9721,127.0718481,37.5341181,19900406,1,0,0,0,1,0,0,0,0,0,0,0,0,0
이덕영치과의원,51,치과의원,110000,서울,110023,광진구,자양동,5091,"서울특별시 광진구 뚝섬로 558, 2층 (자양동, 대양클리닉센터)",02-456-6380,127.0718481,37.5341181,19900411,1,0,0,0,0,1,0,0,0,0,0,0,0,0
권오상산부인과의원,31,의원,110000,서울,110023,광진구,자양동,5092,"서울특별시 광진구 뚝섬로 590, 2층 (자양동)",02-454-5353,127.0753243,37.5331387,19900726,1,0,0,0,1,0,0,0,0,0,0,0,0,0
최진소아청소년과의원,31,의원,110000,서울,110023,광진구,자양동,5092,"서울특별시 광진구 뚝섬로 590, 2층 (자양동)",02-447-6610,127.0753243,37.5331387,19870205,1,0,0,0,1,0,0,0,0,0,0,0,0,0
밝은미소치과의원,51,치과의원,110000,서울,110023,광진구,자양동,5092,"서울특별시 광진구 뚝섬로 590, 3층 301호 (자양동, 아주빌딩)",02-444-9691,127.0753243,37.5331387,20141120,1,0,0,0,0,0,0,0,1,0,0,0,0,0
박상내과의원,31,의원,110000,서울,110023,광진구,자양동,5068,"서울특별시 광진구 뚝섬로 587, 2층 (자양동)",02-458-2727,127.0754233,37.5334847,20000322,1,0,0,0,1,0,0,0,0,0,0,0,0,0
김학윤정형외과의원,31,의원,110000,서울,110023,광진구,자양동,5098,"서울특별시 광진구 자양번영로 34, 2층 (자양동)",02-455-7500,127.0758021,37.532706,20010813,1,0,0,0,1,0,0,0,0,0,0,0,0,0
치하임치과의원,51,치과의원,110000,서울,110023,광진구,자양동,5098,"서울특별시 광진구 자양번영로 34, 201호 (자양동, 제이원하이텔)",02-444-2882,127.0758021,37.532706,20140310,1,0,0,0,0,1,0,0,0,0,0,0,0,0
자양마취통증의학과의원,31,의원,110000,서울,110023,광진구,자양동,5098,"서울특별시 광진구 뚝섬로 596, 2층 (자양동)",02-446-4375,127.0759499,37.5329628,20080714,1,0,0,0,1,0,0,0,0,0,0,0,0,0
삼성제일외과의원,31,의원,110000,서울,110023,광진구,자양동,5063,"서울특별시 광진구 뚝섬로 613, 2층 (자양동)",02-458-8921,127.0779507,37.532704,20011227,1,0,0,0,1,0,0,0,0,0,0,0,0,0
조민수치과의원,51,치과의원,110000,서울,110023,광진구,자양동,5099,"서울특별시 광진구 뚝섬로 630, 2층 (자양동)",02-444-2875,127.0794117,37.5319498,19880428,1,0,0,0,0,1,0,0,0,0,0,0,0,0
동화한의원,93,한의원,110000,서울,110023,광진구,자양동,5054,"서울특별시 광진구 자양로15길 74, (자양동)",02-447-1075,127.0795806,37.535083,20020418,1,0,0,0,0,0,0,0,0,1,0,0,0,0
서소아과의원,31,의원,110000,서울,110023,광진구,자양동,5060,"서울특별시 광진구 뚝섬로 631-1, (자양동)",02-444-3106,127.0799885,37.5320483,19941119,1,0,0,0,1,0,0,0,0,0,0,0,0,0
서중산내경내과의원,31,의원,110000,서울,110023,광진구,자양동,5058,"서울특별시 광진구 자양로13길 73, 2층 (자양동)",02-2201-4075,127.0810807,37.5334709,20020316,1,0,0,0,1,0,0,0,0,0,0,0,0,0
자양경희한의원,93,한의원,110000,서울,110023,광진구,자양동,5060,"서울특별시 광진구 자양로9길 77, 2층 (자양동)",02-3425-1075,127.0812268,37.5317812,20100929,1,0,0,0,0,0,0,0,0,1,0,0,0,0
아침나라한의원,93,한의원,110000,서울,110023,광진구,자양동,5026,"서울특별시 광진구 아차산로 345, 1층 128호 (자양동)",02-511-7727,127.081302,37.5377234,20100811,1,0,0,0,0,0,0,0,0,1,0,0,0,0
광생한의원,93,한의원,110000,서울,110023,광진구,자양동,5058,"서울특별시 광진구 자양로11길 62, 2층 (자양동)",02-3437-7007,127.0814367,37.5331835,20010417,1,0,0,0,0,0,0,0,0,1,0,0,0,0
경희천수한의원,93,한의원,110000,서울,110023,광진구,자양동,5057,"서울특별시 광진구 자양로13가길 2, 1층 (자양동)",02-446-1275,127.0818432,37.5345361,20120912,1,0,0,0,0,0,0,0,0,1,0,0,0,0
연세미초롬의원,31,의원,110000,서울,110023,광진구,자양동,5058,"서울특별시 광진구 자양로13길 47, 2층 (자양동)",02-444-6326,127.0818965,37.5341664,20030714,1,0,0,0,1,0,0,0,0,0,0,0,0,0
광진구보건소,71,보건소,110000,서울,110023,광진구,자양동,5026,"서울특별시 광진구 자양로 117, (자양동)",02-450-1998,127.082375,37.538617,19950315,9,0,0,0,7,1,0,0,0,1,0,0,0,0
서울미치과의원,51,치과의원,110000,서울,110023,광진구,자양동,5101,"서울특별시 광진구 뚝섬로56길 14-1, 2층 (자양동)",02-2201-3979,127.0824712,37.5306717,20010801,1,0,0,0,0,1,0,0,0,0,0,0,0,0
김신응내과의원,31,의원,110000,서울,110023,광진구,자양동,5055,"서울특별시 광진구 자양로15길 18, (자양동)",02-454-5080,127.0825545,37.5358263,19960201,2,0,0,0,2,0,0,0,0,0,0,0,0,0
푸른꿈소아과의원,31,의원,110000,서울,110023,광진구,자양동,5059,"서울특별시 광진구 뚝섬로 657, (자양동)",02-2201-2551,127.0826327,37.5316425,19990708,1,0,0,0,1,0,0,0,0,0,0,0,0,0
최치과의원,51,치과의원,110000,서울,110023,광진구,자양동,5026,"서울특별시 광진구 자양로 113, 302호 (자양동)",02-453-8787,127.0829911,37.5378939,19840725,1,0,0,0,0,1,0,0,0,0,0,0,0,0
동신한의원,93,한의원,110000,서울,110023,광진구,자양동,5026,"서울특별시 광진구 자양로 113, 301호 (자양동, 현대하이엘상가)",02-452-5342,127.0829911,37.5378939,20050705,1,0,0,0,0,0,0,0,0,1,0,0,0,0
참사랑가정의학과의원,31,의원,110000,서울,110023,광진구,자양동,5056,"서울특별시 광진구 자양로15길 9, (자양동)",02-2201-6663,127.0830033,37.53579,20050613,1,0,0,0,1,0,0,0,0,0,0,0,0,0
자양한의원,93,한의원,110000,서울,110023,광진구,자양동,5056,"서울특별시 광진구 자양로13길 10, 1층 (자양동)",02-456-7557,127.0831322,37.5356206,19790222,1,0,0,0,0,0,0,0,0,1,0,0,0,0
유지민정신건강의학과의원,31,의원,110000,서울,110023,광진구,자양동,5026,"서울특별시 광진구 자양로 109, 202호 (자양동, 구의현대홈시티)",02-452-2030,127.083137,37.537441,20150319,1,0,0,0,1,0,0,0,0,0,0,0,0,0
구의연세정신건강의학과의원,31,의원,110000,서울,110023,광진구,자양동,5055,"서울특별시 광진구 자양로 95, (자양동)",02-2201-5757,127.0832168,37.5362295,19980820,1,0,0,0,1,0,0,0,0,0,0,0,0,0
서울삼성내과의원,31,의원,110000,서울,110023,광진구,자양동,5055,"서울특별시 광진구 자양로 95, 4층 (자양동)",02-455-6254,127.0832168,37.5362295,20080328,2,0,0,0,2,0,0,0,0,0,0,0,0,0
미가치과의원,51,치과의원,110000,서울,110023,광진구,자양동,5055,"서울특별시 광진구 자양로 95, 도광빌딩 3층(자양동) (자양동)",02-3437-3335,127.0832168,37.5362295,19970107,1,0,0,0,0,1,0,0,0,0,0,0,0,0
제일경희한의원,93,한의원,110000,서울,110023,광진구,자양동,5056,"서울특별시 광진구 자양로 93, 2,3층 (자양동)",02-458-7272,127.0835147,37.5359891,19980831,4,0,0,0,0,0,0,0,0,3,0,0,1,0
동제한의원,93,한의원,110000,서울,110023,광진구,자양동,5056,"서울특별시 광진구 자양로 81, 1층 (자양동)",02-466-2339,127.08385,37.5351141,19690611,2,0,0,0,0,0,0,0,0,2,0,0,0,0
혜민치과의원,51,치과의원,110000,서울,110023,광진구,자양동,5051,"서울특별시 광진구 아차산로 370, 2층 (자양동)",02-446-2818,127.08403,37.5364461,19880229,1,0,0,0,0,1,0,0,0,0,0,0,0,0
퀸산부인과의원,31,의원,110000,서울,110023,광진구,자양동,5056,"서울특별시 광진구 자양로 65, 3층 (자양동)",02-457-3575,127.0843868,37.5336291,20010516,2,0,0,0,2,0,0,0,0,0,0,0,0,0
이종원치과의원,51,치과의원,110000,서울,110023,광진구,자양동,5103,"서울특별시 광진구 자양로 49, 2층 (자양동)",02-447-5397,127.0851959,37.5321826,19830115,1,0,0,0,0,1,0,0,0,0,0,0,0,0
장상욱치과의원,51,치과의원,110000,서울,110023,광진구,자양동,5052,"서울특별시 광진구 자양로 58, 203호 (자양동, 태림빌딩)",02-452-9968,127.0854496,37.5332732,19801115,1,0,0,0,0,1,0,0,0,0,0,0,0,0
성동고려의원,31,의원,110000,서울,110023,광진구,자양동,5103,"서울특별시 광진구 자양로 43, (자양동)",02-453-1102,127.0855468,37.5317125,19860527,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정문호소아과의원,31,의원,110000,서울,110023,광진구,자양동,5112,"서울특별시 광진구 자양로 48, 2층 (자양동)",02-446-1161,127.0857695,37.5323816,19860123,1,0,0,0,1,0,0,0,0,0,0,0,0,0
최대우치과의원,51,치과의원,110000,서울,110023,광진구,자양동,5112,"서울특별시 광진구 자양로 48, 2층 (자양동)",02-452-2837,127.0857695,37.5323816,19890429,1,0,0,0,0,1,0,0,0,0,0,0,0,0
고현치과의원,51,치과의원,110000,서울,110023,광진구,자양동,5112,"서울특별시 광진구 자양로 46, 2층 (자양동)",02-454-0021,127.0859724,37.5321972,19890610,1,0,0,0,0,1,0,0,0,0,0,0,0,0
김성수치과의원,51,치과의원,110000,서울,110023,광진구,중곡동,4919,"서울특별시 광진구 천호대로 527, 3층 (중곡동)",02-464-8336,127.0773321,37.5584028,19910502,1,0,0,0,0,1,0,0,0,0,0,0,0,0
서울하이안치과의원,51,치과의원,110000,서울,110023,광진구,중곡동,4919,"서울특별시 광진구 능동로 317, 2층 (중곡동)",02-467-7522,127.0797505,37.5580289,20130125,2,0,0,0,0,0,0,0,2,0,0,0,0,0
노명복정형외과의원,31,의원,110000,서울,110023,광진구,중곡동,4914,"서울특별시 광진구 긴고랑로 32, 지하1, 1, 3층 (중곡동)",02-464-8111,127.079813,37.56296,19870306,1,0,0,0,1,0,0,0,0,0,0,0,0,0
모아치과의원,51,치과의원,110000,서울,110023,광진구,중곡동,4914,"서울특별시 광진구 긴고랑로 32, 2층 (중곡동, 노명복정형외과 건물)",02-499-2822,127.079813,37.56296,20141223,1,0,0,0,0,1,0,0,0,0,0,0,0,0
연세수치과의원,51,치과의원,110000,서울,110023,광진구,중곡동,4929,"서울특별시 광진구 천호대로 553, 2층 (중곡동, 중곡빌딩)",02-2201-5536,127.0799271,37.5574044,20040524,1,0,0,0,0,1,0,0,0,0,0,0,0,0
건우내과의원,31,의원,110000,서울,110023,광진구,중곡동,4911,"서울특별시 광진구 면목로 113-1, (중곡동)",02-466-2622,127.0799904,37.5639104,19990422,1,0,0,0,1,0,0,0,0,0,0,0,0,0
남경치과의원,51,치과의원,110000,서울,110023,광진구,중곡동,4911,"서울특별시 광진구 면목로 113-1, 2층 (중곡동)",02-467-5158,127.0799904,37.5639104,19740523,1,0,0,0,0,1,0,0,0,0,0,0,0,0
연세조홍근내과의원,31,의원,110000,서울,110023,광진구,중곡동,4929,"서울특별시 광진구 능동로 314, 2층 (중곡동)",02-466-2486,127.0800538,37.5576164,20080118,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Dr. 고 신경정신과의원,31,의원,110000,서울,110023,광진구,중곡동,4928,"서울특별시 광진구 능동로 324, 3층 (중곡동)",02-467-6247,127.0804054,37.5583953,19850213,1,0,0,0,1,0,0,0,0,0,0,0,0,0
서울남치과의원,51,치과의원,110000,서울,110023,광진구,중곡동,4910,"서울특별시 광진구 면목로 120, 2층 (중곡동)",02-547-2828,127.0805267,37.5641174,20141114,1,0,0,0,0,1,0,0,0,0,0,0,0,0
군자건항외과의원,31,의원,110000,서울,110023,광진구,중곡동,4929,"서울특별시 광진구 천호대로 561, 5층 (중곡동)",02-444-8275,127.0806809,37.5571308,20070402,1,0,0,0,1,0,0,0,0,0,0,0,0,0
누리이비인후과의원,31,의원,110000,서울,110023,광진구,중곡동,4929,"서울특별시 광진구 천호대로 561, 4층 (중곡동)",02-452-0088,127.0806809,37.5571308,20080306,1,0,0,0,1,0,0,0,0,0,0,0,0,0
독일의원,31,의원,110000,서울,110023,광진구,중곡동,4929,"서울특별시 광진구 천호대로 561, 2층 (중곡동, 영창빌딩)",02-456-2079,127.0806809,37.5571308,19920107,1,1,0,0,0,0,0,0,0,0,0,0,0,0
예인피부과의원,31,의원,110000,서울,110023,광진구,중곡동,4929,"서울특별시 광진구 천호대로 561, 3층 (중곡동)",02-3436-4476,127.0806809,37.5571308,20070424,1,0,0,0,1,0,0,0,0,0,0,0,0,0
보우치과의원,51,치과의원,110000,서울,110023,광진구,중곡동,4929,"서울특별시 광진구 천호대로 561, 6층 (중곡동, 영창빌딩)",02-457-6535,127.0806809,37.5571308,19870827,2,0,0,0,0,2,0,0,0,0,0,0,0,0
열린이비인후과의원,31,의원,110000,서울,110023,광진구,중곡동,4910,"서울특별시 광진구 면목로 126, (중곡동)",02-461-7505,127.0807832,37.5644968,20050224,1,0,0,0,1,0,0,0,0,0,0,0,0,0
제일치과의원,51,치과의원,110000,서울,110023,광진구,중곡동,4910,"서울특별시 광진구 면목로 130, 3층 (중곡동)",02-462-2885,127.0809185,37.5649837,20140124,1,0,0,0,0,1,0,0,0,0,0,0,0,0
이남희산부인과의원,31,의원,110000,서울,110023,광진구,중곡동,4907,"서울특별시 광진구 면목로 139, (중곡동,(1층))",02-466-1235,127.0810767,37.5658797,19831229,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정진태의원,31,의원,110000,서울,110023,광진구,중곡동,4908,"서울특별시 광진구 긴고랑로9길 33, 2층 (중곡동)",02-461-0385,127.0814545,37.5649791,20020514,1,1,0,0,0,0,0,0,0,0,0,0,0,0
박현수치과의원,51,치과의원,110000,서울,110023,광진구,중곡동,4909,"서울특별시 광진구 긴고랑로 47, (중곡동,2층)",02-465-5111,127.0815895,37.5627474,20010704,1,0,0,0,0,1,0,0,0,0,0,0,0,0
유노치과의원,51,치과의원,110000,서울,110023,광진구,중곡동,4906,"서울특별시 광진구 면목로 151-1, 2층 (중곡동)",02-2205-2875,127.0816054,37.5669257,20130417,1,0,0,0,0,1,0,0,0,0,0,0,0,0
실버치과의원,51,치과의원,110000,서울,110023,광진구,중곡동,4929,"서울특별시 광진구 천호대로 571, 5층 (중곡동)",02-458-8228,127.0816957,37.5567083,20100330,2,0,0,0,0,1,0,0,1,0,0,0,0,0
서울정형외과의원,31,의원,110000,서울,110023,광진구,중곡동,4909,"서울특별시 광진구 긴고랑로 49, 지하1층, 지상1층 (중곡동)",02-466-2700,127.0818936,37.5626899,20020509,1,0,0,0,1,0,0,0,0,0,0,0,0,0
이편한치과의원,51,치과의원,110000,서울,110023,광진구,중곡동,4937,"서울특별시 광진구 능동로 376, 2층 (중곡동)",02-458-2872,127.0827941,37.5627039,20061012,1,0,0,0,0,1,0,0,0,0,0,0,0,0
서범석한의원,93,한의원,110000,서울,110023,광진구,중곡동,4937,"서울특별시 광진구 능동로 376, 2층 (중곡동, 충연빌딩)",02-3436-4222,127.0827941,37.5627039,20141226,1,0,0,0,0,0,0,0,0,1,0,0,0,0
365한국신통의원,31,의원,110000,서울,110023,광진구,중곡동,4903,"서울특별시 광진구 면목로 174, 2층 (중곡동)",02-499-0906,127.0830051,37.568676,20150612,1,1,0,0,0,0,0,0,0,0,0,0,0,0
큰사랑의원,31,의원,110000,서울,110023,광진구,중곡동,4902,"서울특별시 광진구 면목로 203, 2층 (중곡동)",02-491-8549,127.0832433,37.5712213,20070801,1,0,0,0,1,0,0,0,0,0,0,0,0,0
주함외과의원,31,의원,110000,서울,110023,광진구,중곡동,4908,"서울특별시 광진구 능동로 409, 2.3층 (중곡동)",02-466-1515,127.0838384,37.5656141,20081121,4,0,0,0,4,0,0,0,0,0,0,0,0,0
크리스탈치과의원,51,치과의원,110000,서울,110023,광진구,중곡동,4908,"서울특별시 광진구 능동로 409, (중곡동,아이엠빌딩 4, 5층)",02-457-4829,127.0838384,37.5656141,19890417,4,0,0,0,0,4,0,0,0,0,0,0,0,0
고운한의원,93,한의원,110000,서울,110023,광진구,중곡동,4933,"서울특별시 광진구 능동로 400, 보건복지행정타운 225호 (중곡동)",02-516-0180,127.0844568,37.5650581,20060102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
미소치과의원,51,치과의원,110000,서울,110023,광진구,중곡동,4932,"서울특별시 광진구 능동로 420, 2층 (중곡동)",02-3409-2879,127.0847782,37.566297,20071019,1,0,0,0,0,1,0,0,0,0,0,0,0,0
착한수한의원,93,한의원,110000,서울,110023,광진구,중곡동,4932,"서울특별시 광진구 능동로 420, 3층 (중곡동)",02-1670-2676,127.0847782,37.566297,20130930,1,0,0,0,0,0,0,0,0,1,0,0,0,0
현대정형외과의원,31,의원,110000,서울,110023,광진구,중곡동,4936,"서울특별시 광진구 용마산로 67, (중곡동)",02-458-1070,127.0873686,37.5597805,19971230,1,0,0,0,1,0,0,0,0,0,0,0,0,0
샤인소아청소년과의원,31,의원,110000,서울,110023,광진구,중곡동,4923,"서울특별시 광진구 용마산로 57, 1층 (중곡동)",02-562-8275,127.0875641,37.5587489,20100517,2,0,0,0,2,0,0,0,0,0,0,0,0,0
연세안과의원,31,의원,110000,서울,110023,광진구,중곡동,4923,"서울특별시 광진구 용마산로 57, 201호 (중곡동)",02-455-5082,127.0875641,37.5587489,20080605,1,0,0,0,1,0,0,0,0,0,0,0,0,0
이우창연세마취통증의학과의원,31,의원,110000,서울,110023,광진구,중곡동,4923,"서울특별시 광진구 용마산로 57, 2층 (중곡동)",02-456-8876,127.0875641,37.5587489,20080212,1,0,0,0,1,0,0,0,0,0,0,0,0,0
상아치과의원,51,치과의원,110000,서울,110023,광진구,중곡동,4923,"서울특별시 광진구 용마산로 57, (중곡동)",02-455-0385,127.0875641,37.5587489,19891212,1,0,0,0,0,1,0,0,0,0,0,0,0,0
정이비인후과의원,31,의원,110000,서울,110023,광진구,중곡동,4923,"서울특별시 광진구 용마산로 53, (중곡동)",02-456-4503,127.0875882,37.5584572,19901026,1,0,0,0,1,0,0,0,0,0,0,0,0,0
